time,iMotor,pIn,pOut,qOut,wMotor,fault
1.23810946354673,26.6818370952617,-0.12612873888362,7.2290881355182,36.0626525349361,1922.20919265518,"Leak P1, Block P1"
1.23910946354673,26.4693273075289,-0.109725540273862,7.23085129423121,36.5398289702452,1917.81988433854,"Leak P1, Block P1"
1.24010946354673,26.3159232464808,-0.121818828028671,7.238432781094,37.4959307211767,1914.79872010009,"Leak P1, Block P1"
1.24110946354673,26.2203414516305,-0.130194686995866,7.24989485409135,38.753824545952,1912.91742422916,"Leak P1, Block P1"
1.24210946354673,26.1366793026238,-0.138918854703616,7.25902576040221,39.7084848997994,1910.62139641167,"Leak P1, Block P1"
1.24310946354673,26.1038864127921,-0.143837141855132,7.26829362934276,40.6214958319734,1909.12979117799,"Leak P1, Block P1"
1.24410946354673,26.1597797883669,-0.141139544693922,7.28046658258144,41.7783459027614,1909.71623758722,"Leak P1, Block P1"
1.24510946354673,26.111259557139,-0.15023514197182,7.27551232811405,41.1820164819358,1906.44177118036,"Leak P1, Block P1"
1.24610946354673,26.163828342325,-0.15067001585764,7.27370288435939,40.8568665036605,1906.05104096206,"Leak P1, Block P1"
1.24710946354673,26.1765064981066,-0.156540270089102,7.26105644656147,39.3946067629006,1904.38147769577,"Leak P1, Block P1"
1.24810946354673,26.2952630204539,-0.15305206158831,7.25267553256578,38.2871634297874,1906.4002211785,"Leak P1, Block P1"
1.24910946354673,26.0396538979979,-0.187784803593423,7.20139525339502,32.7917005788678,1897.29948133208,"Leak P1, Block P1"
1.25010946354673,26.2077011837625,-0.18017518078115,7.18821284290331,30.9741939073707,1902.71262783801,"Leak P1, Block P1"
1.25110946354673,26.4038735392089,-0.168517393547338,7.17506410635674,28.9877858429812,1910.53552475805,"Leak P1, Block P1"
1.25210946354673,26.3781178830648,-0.175227859703713,7.13865114550764,24.456861952604,1913.23619957586,"Leak P1, Block P1"
1.25310946354673,26.6199701920355,-0.14329526735955,7.13005771478102,22.4391682158115,1926.59142757487,"Leak P1, Block P1"
1.25410946354673,26.4326445402,-0.153142903527605,7.19719840870224,32.5764255098334,1925.82237368338,"Leak P1, Block P1"
1.25510946354673,26.2846763933681,-0.154871464187116,7.18464140704358,30.5987896604843,1926.03352616142,"Leak P1, Block P1"
1.25610946354673,26.1621689131482,-0.154004288175329,7.16897498177237,28.5939234000016,1927.64844146276,"Leak P1, Block P1"
1.25710946354673,26.2431316520462,-0.132777825016757,7.17234636825623,28.3899467215636,1936.21376372676,"Leak P1, Block P1"
1.25810946354673,25.935165282893,-0.150058687636638,7.14733148953566,26.1720952174836,1933.01455909312,"Leak P1, Block P1"
